id;ELEVATION;NAME;FNAME;STATION_TYP;T;SRA;SCE;SCEa;SSV;P;F;RGLB;X;Y;nut3;nam
H3KRUC01;559;Krucemburk;Krucemburk;MSS;;SRA;SCE;;;;;;15.844811;49.688077;Vysocina;Vysocina/H3KRUC01
H3KUTH01;260;Kutn· Hora;Kutn· Hora, Sedlec;MSS;;SRA;SCE;;;;;;15.288261;49.965934;Stredocesky;Stredocesky/H3KUTH01
H3LBEL01;299;L·znÏ BÏlohrad;L·znÏ BÏlohrad;AKS2;T;SRA;SCE;;;;F;;15.588567;50.427437;Kralovehradecky;Kralovehradecky/H3LBEL01
H3LIBA01;240;Lib·Ú;Lib·Ú;ASS;;SRA;SCE;;;;;;15.214447;50.370822;Kralovehradecky;Kralovehradecky/H3LIBA01
H3LIBC01;425;Libice nad Doubravou;Libice nad Doubravou;AKS2;T;SRA;SCE;;;;F;;15.704862;49.744164;Vysocina;Vysocina/H3LIBC01
H3LICO01;335;LicomÏ¯ice;LicomÏ¯ice;MSS;;SRA;SCE;;;;;;15.551646;49.914705;Pardubicky;Pardubicky/H3LICO01
H3LUBN01;560;Lubn·;Lubn·;ASS;;SRA;SCE;;;;;;16.190554;49.773006;Pardubicky;Pardubicky/H3LUBN01
H3MOKO01;255;MokoöÌn;MokoöÌn;AKS1;T;SRA;SCE;;SSV;;F;;15.56668;50.016395;Pardubicky;Pardubicky/H3MOKO01
H3NBYD01;232;Nov˝ Bydûov;Nov˝ Bydûov;AKS2;T;SRA;SCE;;;;F;;15.497443;50.237553;Kralovehradecky;Kralovehradecky/H3NBYD01
H3NECH01;245;Nechanice - Lubno;Nechanice - Lubno;MSS;;SRA;SCE;;;;;;15.659823;50.242972;Kralovehradecky;Kralovehradecky/H3NECH01
H3NHRA01;400;NovÈ Hrady;NovÈ Hrady;ASS;;SRA;SCE;;;;;;16.147668;49.850201;Pardubicky;Pardubicky/H3NHRA01
H3PARD01;224.21;Pardubice;Pardubice, letiötÏ;AMS;T;SRA;SCE;;SSV;P;F;;15.740273;50.016111;Pardubicky;Pardubicky/H3PARD01
H3PODE01;189;PodÏbrady;PodÏbrady;AKS1;T;SRA;SCE;;SSV;;F;;15.133554;50.140503;Stredocesky;Stredocesky/H3PODE01
H3RADO01;227;Radovesnice II.;Radovesnice II.;AKS2;T;SRA;SCE;;;;F;;15.368164;50.106526;Stredocesky;Stredocesky/H3RADO01
H3SECA01;529;SeË;SeË;AKS1;T;SRA;SCE;;SSV;;F;;15.6479;49.844725;Pardubicky;Pardubicky/H3SECA01
H3SKUT01;457;SkuteË;SkuteË;AKS2;T;SRA;SCE;;;;F;;15.996153;49.834947;Pardubicky;Pardubicky/H3SKUT01
H3SLAT01;254;Slatiny;Slatiny, MilÌËeves;ASS;;SRA;SCE;;;;;;15.393348;50.379018;Kralovehradecky;Kralovehradecky/H3SLAT01
H3SVOD01;240;Hradec Kr·lovÈ;Hradec Kr·lovÈ, SvobodnÈ Dvory;AKS1;T;SRA;SCE;;SSV;;F;;15.787769;50.222602;Kralovehradecky;Kralovehradecky/H3SVOD01
H3SVRA01;734;Svratouch;Svratouch;AMS1;T;SRA;SCE;;SSV;P;F;RGLB_D;16.034167;49.735;Pardubicky;Pardubicky/H3SVRA01
H3TRST01;435;TrstÏnice;TrstÏnice;MSS;;SRA;SCE;;;;;;16.341265;49.807087;Pardubicky;Pardubicky/H3TRST01
H3VMYT01;278;VysokÈ M˝to;VysokÈ M˝to;MSS;;SRA;SCE;;;;;;16.167796;49.962009;Pardubicky;Pardubicky/H3VMYT01
H3VYSC01;548;VysoËina;VysoËina, JanËou¯;MSS;;SRA;SCE;;;;;;15.822131;49.755424;Pardubicky;Pardubicky/H3VYSC01
H3ZBYS01;490;Zb˝öov;Zb˝öov, DobrovÌtov;AKS2;T;SRA;SCE;;;;F;;15.329835;49.78686;Stredocesky;Stredocesky/H3ZBYS01
H3ZEHU01;204;éehuÚ;éehuÚ;MSS;;SRA;SCE;;;;;;15.287765;50.133757;Stredocesky;Stredocesky/H3ZEHU01
H4DDHP01;875;DolnÌ Dv˘r;DolnÌ Dv˘r, Hanapetrova paseka;ASNS;T;;;SCEa;;;;;15.654731;50.676074;Kralovehradecky;Kralovehradecky/H4DDHP01
H4LUIS01;875;Luisino ˙dolÌ;Luisino ˙dolÌ, DeötnÈ v Orlick˝ch hor·ch;ASNS;T;;;SCEa;;;;;16.38829;50.287003;Kralovehradecky;Kralovehradecky/H4LUIS01
H4SUVR01;995;Such˝ vrch;Such˝ vrch;ASNS;T;;;SCEa;;;;;16.693368;50.049859;Pardubicky;Pardubicky/H4SUVR01
H7SNEZ01;1602;SnÏûka;SnÏûka, Poötovna;AMS3;;;;;;;;;15.740278;50.735833;Kralovehradecky;Kralovehradecky/H7SNEZ01
L1BORO01;651;Borovno;Borovno, MÌöov;ASS;;SRA;;;;;;;13.727867;49.623944;Plzensky;Plzensky/L1BORO01
L1CACH01;729;»achrov;»achrov;ASS;;SRA;SCE;;;;;;13.301694;49.264136;Plzensky;Plzensky/L1CACH01
L1CERCTT;1016;»erchov;»erchov, »erchov;TOTAL;;;;;;;;;12.785182;49.384633;Plzensky;Plzensky/L1CERCTT
L1CKUB01;549;»esk· Kubice;»esk· Kubice;ASS;;SRA;SCE;;;;;;12.857804;49.367941;Plzensky;Plzensky/L1CKUB01
L1DNES01;370;Dneöice;Dneöice;MSS;;SRA;SCE;;;;;;13.267176;49.601684;Plzensky;Plzensky/L1DNES01
L1DOMA01;458;Domaûlice;Domaûlice;AKS1;T;SRA;SCE;;;;F;;12.922385;49.444716;Plzensky;Plzensky/L1DOMA01
L1HOJS01;866;éelezn· Ruda;éelezn· Ruda, Hojsova Str·û;AKS1;T;SRA;SCE;SCEa;SSV;;F;;13.197146;49.212473;Plzensky;Plzensky/L1HOJS01
L1HTYN01;374;Horöovsk˝ T˝n;Horöovsk˝ T˝n;ASS;;SRA;SCE;;;;;;12.943746;49.528213;Plzensky;Plzensky/L1HTYN01
L1CHUD01;490;Chudenice;Chudenice;ASS;;SRA;SCE;;;;;;13.176421;49.465452;Plzensky;Plzensky/L1CHUD01
L1JEZHTT;1343;JezernÌ hora;JezernÌ hora;TOTAL;;;;;;;;;13.184692;49.168686;Plzensky;Plzensky/L1JEZHTT
L1KDYN01;475;KdynÏ;KdynÏ;MSS;;SRA;SCE;;;;;;13.045733;49.393642;Plzensky;Plzensky/L1KDYN01
L1KLAT01;421;Klatovy;Klatovy;AKS1;T;SRA;SCE;;SSV;;F;;13.303016;49.39042;Plzensky;Plzensky/L1KLAT01
L1LIBK01;574;Libkov;Libkov;MSS;;SRA;SCE;;;;;;13.135593;49.366344;Plzensky;Plzensky/L1LIBK01
L1LOVC01;597;LovËice;LovËice, Kvasetice;ASS;;SRA;SCE;;;;;;13.493545;49.402384;Plzensky;Plzensky/L1LOVC01
L1LUZA01;358;Luûany;Luûany;MSS;;SRA;SCE;;;;;;13.317522;49.54908;Plzensky;Plzensky/L1LUZA01
L1MARATT;782;Mar·sek;Mar·sek, Mar·sek na B˘rku;TOTAL;;;;;;;;;13.73075;49.58855;Plzensky;Plzensky/L1MARATT
L1NEPO01;471;Nepomuk;Nepomuk;AKS1;T;SRA;SCE;;SSV;;F;;13.589389;49.486924;Plzensky;Plzensky/L1NEPO01
L1NETU01;464;Netunice;Netunice;MSS;;SRA;SCE;;;;;;13.432035;49.61559;Plzensky;Plzensky/L1NETU01
L1NEZV01;371;NezvÏstice;NezvÏstice;ASS;;SRA;SCE;;;;;;13.528521;49.635765;Plzensky;Plzensky/L1NEZV01
L1NYRS01;451;N˝rsko;N˝rsko;MSS;;SRA;SCE;;;;;;13.145794;49.294244;Plzensky;Plzensky/L1NYRS01
L1PANCTT;1189;PancÌ¯;PancÌ¯;TOTAL;;;;;;;;;13.252276;49.17722;Plzensky;Plzensky/L1PANCTT
L1PIVO01;619;PivoÚ;PivoÚ;ASS;;SRA;;;;;;;12.741932;49.490754;Plzensky;Plzensky/L1PIVO01
L1PLMI01;359.8;PlzeÚ;PlzeÚ, Mikulka;AMS1;T;SRA;SCE;;SSV;P;F;RGLB_D;13.378889;49.764722;Plzensky;Plzensky/L1PLMI01
L1PLZB01;331;PlzeÚ;PlzeÚ, Bolevec;AKS1;T;SRA;SCE;;SSV;;F;;13.386411;49.788378;Plzensky;Plzensky/L1PLZB01
L1SEC001;398;SeË;SeË;MSS;;SRA;SCE;;;;;;13.506002;49.587397;Plzensky;Plzensky/L1SEC001
L1SPIC01;945;éelezn· Ruda;éelezn· Ruda, äpiË·k;MSS;;SRA;SCE;;;;;;13.231136;49.177061;Plzensky;Plzensky/L1SPIC01
L1SPOR01;420;Sp·lenÈ Po¯ÌËÌ;Sp·lenÈ Po¯ÌËÌ;MSS;;SRA;SCE;;;;;;13.604538;49.615175;Plzensky;Plzensky/L1SPOR01
L1STAN01;362;StaÚkov;StaÚkov;AKS1;T;SRA;SCE;;SSV;;F;;13.067369;49.552537;Plzensky;Plzensky/L1STAN01
L1STOD01;337;Stod;Stod;ASS;;SRA;;;;;;;13.166901;49.639696;Plzensky;Plzensky/L1STOD01
L1STRA01;477;Str·ûov;Str·ûov;MSS;;SRA;SCE;;;;;;13.246905;49.30562;Plzensky;Plzensky/L1STRA01
L1TRHA01;471;Trhanov;Trhanov, Chodov;MSS;;SRA;SCE;;;;;;12.83535;49.41688;Plzensky;Plzensky/L1TRHA01
L1VSER01;445;Vöeruby;Vöeruby;MSS;;SRA;SCE;;;;;;12.984558;49.343917;Plzensky;Plzensky/L1VSER01
L1ZINK01;459;éinkovy;éinkovy;MSS;;SRA;SCE;;;;;;13.497252;49.478113;Plzensky;Plzensky/L1ZINK01
L1ZIVO01;484;éivotice;éivotice;MSS;;SRA;SCE;;;;;;13.681495;49.470036;Plzensky;Plzensky/L1ZIVO01
L1ZRUD01;754;éelezn· Ruda;éelezn· Ruda;ASS;;SRA;SCE;;;;;;13.228729;49.138245;Plzensky;Plzensky/L1ZRUD01
L2BELA01;511;éelezn·;éelezn·;ASS;;SRA;;;;;;;12.581084;49.583431;Plzensky;Plzensky/L2BELA01
L2BEZV01;699;BezvÏrov;BezvÏrov;ASS;;SRA;SCE;;;;;;13.054363;49.993664;Plzensky;Plzensky/L2BEZV01
L2BORT01;471;Bor;Bor;MSS;;SRA;SCE;;;;;;12.770725;49.710653;Plzensky;Plzensky/L2BORT01
L2DARM01;442;StarÈ Sedlo;StarÈ Sedlo, Darmyöl;ASS;;SRA;SCE;;;;;;12.879505;49.643292;Plzensky;Plzensky/L2DARM01
L2DOBR01;417;Dob¯Ìv;Dob¯Ìv;MSS;;SRA;SCE;;;;;;13.689215;49.717616;Plzensky;Plzensky/L2DOBR01
L2DYLE01;939;DyleÚ;DyleÚ;AKS2;T;SRA;SCE;;;;F;;12.502849;49.968079;Karlovarsky;Karlovarsky/L2DYLE01
L2HBEL01;513;HornÌ BÏl·;HornÌ BÏl·, Vrtbo;MSS;;SRA;SCE;;;;;;13.248312;49.884347;Plzensky;Plzensky/L2HBEL01
L2HERM01;407;He¯manov;He¯manov;AKS2;T;SRA;SCE;;;;F;;13.57133;50.148529;Stredocesky;Stredocesky/L2HERM01
L2HOLO01;433;Holoubkov;Holoubkov, Medov˝ ⁄jezd;MSS;;SRA;SCE;;;;;;13.71137;49.77498;Plzensky;Plzensky/L2HOLO01
L2HROM01;336;Hromnice;Hromnice;MSS;;SRA;SCE;;;;;;13.445309;49.848142;Plzensky;Plzensky/L2HROM01
L2KONL01;530;Konstantinovy L·znÏ;Konstantinovy L·znÏ;AKS1;T;SRA;SCE;;SSV;;F;;12.975956;49.884787;Plzensky;Plzensky/L2KONL01
L2KOUN01;418;Kounov;Kounov;ASS;;SRA;;;;;;;13.672193;50.214902;Stredocesky;Stredocesky/L2KOUN01
L2KRAL01;449;Kralovice;Kralovice;AKS1;T;SRA;SCE;;SSV;;F;;13.494007;49.981823;Plzensky;Plzensky/L2KRAL01
L2KRAU01;650;Kr·snÈ ⁄dolÌ;Kr·snÈ ⁄dolÌ;AKS1;T;SRA;SCE;SCEa;SSV;;F;;12.920958;50.071286;Karlovarsky;Karlovarsky/L2KRAU01
L2KVES01;405;Karlova Ves;Karlova Ves;ASS;;SRA;SCE;;;;;;13.861277;49.990212;Stredocesky;Stredocesky/L2KVES01
L2LIBL01;299;LiblÌn;LiblÌn;ASS;;SRA;SCE;;;;;;13.5451;49.916487;Plzensky;Plzensky/L2LIBL01
L2MANE01;436;ManÏtÌn;ManÏtÌn;MSS;;SRA;SCE;;;;;;13.22757;49.992466;Plzensky;Plzensky/L2MANE01
L2MLAV01;696;Mari·nskÈ L·znÏ;Mari·nskÈ L·znÏ, vod·rna;AKS1;T;SRA;SCE;;SSV;;F;;12.695966;49.990619;Karlovarsky;Karlovarsky/L2MLAV01
L2NEMA01;529;Nemanice;Nemanice, NemaniËky;MSS;;SRA;SCE;;;;;;12.716909;49.431422;Plzensky;Plzensky/L2NEMA01
L2ORAC01;401;Or·Ëov;Or·Ëov;MSS;;SRA;SCE;;;;;;13.54839;50.10814;Stredocesky;Stredocesky/L2ORAC01
L2PLAN01;505;Plan·;Plan·;ASS;;SRA;SCE;;;;;;12.735097;49.870952;Plzensky;Plzensky/L2PLAN01
L2PLAS01;330;Plasy;Plasy;MSS;;SRA;SCE;;;;;;13.382176;49.933074;Plzensky;Plzensky/L2PLAS01
L2PLZR01;320;PlzeÚ;PlzeÚ, RadËice;MSS;;SRA;SCE;;;;;;13.323199;49.765499;Plzensky;Plzensky/L2PLZR01
L2PRIM01;742.76;P¯imda;P¯imda;AMS1;T;SRA;SCE;;SSV;P;F;;12.678056;49.669444;Plzensky;Plzensky/L2PRIM01
L2RAKO01;313;RakovnÌk;RakovnÌk;ASS;;SRA;SCE;;;;;;13.738906;50.099307;Stredocesky;Stredocesky/L2RAKO01
L2ROKY01;370;Rokycany;Rokycany;ASS;;SRA;;;;;;;13.582576;49.73725;Plzensky;Plzensky/L2ROKY01
L2SLAB01;389;Slabce;Slabce, Mod¯ejovice;MSS;;SRA;SCE;;;;;;13.690636;49.992453;Stredocesky;Stredocesky/L2SLAB01
L2STRA01;526;Straöice;Straöice;ASS;;SRA;SCE;;;;;;13.753217;49.742781;Plzensky;Plzensky/L2STRA01
L2STRI01;412;St¯Ìbro;St¯Ìbro;AKS2;T;SRA;SCE;;SSV;;F;;12.996866;49.75451;Plzensky;Plzensky/L2STRI01
L2TACH01;487;Tachov;Tachov;AKS3;T;SRA;SCE;;;;;;12.623135;49.798357;Plzensky;Plzensky/L2TACH01
L2TERE01;402;Tereöov;Tereöov;ASS;;SRA;SCE;;;;;;13.707071;49.901862;Plzensky;Plzensky/L2TERE01
L2TSEK01;672;T¯i Sekery;T¯i Sekery;MSS;;SRA;SCE;;;;;;12.616463;49.943647;Karlovarsky;Karlovarsky/L2TSEK01
L2ULIC01;428;⁄lice;⁄lice;ASS;;SRA;SCE;;;;;;13.143405;49.759189;Plzensky;Plzensky/L2ULIC01
L2UNES01;573;⁄nÏöov;⁄nÏöov, »Ìhan·;MSS;;SRA;SCE;;;;;;13.128163;49.894104;Plzensky;Plzensky/L2UNES01
L2UTER01;489;⁄ter˝;⁄ter˝;MSS;;SRA;SCE;;;;;;13.001143;49.938609;Plzensky;Plzensky/L2UTER01
L2VERU01;582;VeruöiËky;VeruöiËky;MSS;;SRA;SCE;;;;;;13.172377;50.140984;Karlovarsky;Karlovarsky/L2VERU01
L2VICH01;506;VÌchov;VÌchov;MSS;;SRA;SCE;;;;;;12.945816;49.79351;Plzensky;Plzensky/L2VICH01
L2ZBIR01;476;Zbiroh;Zbiroh, ävabÌn;AKS2;T;SRA;SCE;;;;F;;13.751748;49.853987;Plzensky;Plzensky/L2ZBIR01
L2ZLUT01;554;élutice;élutice;ASS;;SRA;SCE;;;;;;13.161287;50.096136;Karlovarsky;Karlovarsky/L2ZLUT01
L3ABER01;893;Abertamy;Abertamy;ASS;;SRA;SCE;;;;;;12.816447;50.367742;Karlovarsky;Karlovarsky/L3ABER01
L3AS0001;675;Aö;Aö;AKS1;T;SRA;SCE;;SSV;;F;;12.179572;50.220602;Karlovarsky;Karlovarsky/L3AS0001
L3BECO01;535;BeËov nad Teplou;BeËov nad Teplou;ASS;;SRA;SCE;;;;;;12.836484;50.081963;Karlovarsky;Karlovarsky/L3BECO01
L3FRAL01;435;Frantiökovy L·znÏ;Frantiökovy L·znÏ;MSS;;SRA;SCE;;;;;;12.351238;50.116796;Karlovarsky;Karlovarsky/L3FRAL01
L3HABA01;484;Habartov;Habartov;MSS;;SRA;SCE;;;;;;12.54853;50.180156;Karlovarsky;Karlovarsky/L3HABA01
L3HAZL01;551;Hazlov;Hazlov;MSS;;SRA;SCE;;;;;;12.270389;50.159224;Karlovarsky;Karlovarsky/L3HAZL01
L3HROZ01;452;Star˝ HrozÚatov;Star˝ HrozÚatov;MSS;;SRA;SCE;;;;;;12.389416;50.025396;Karlovarsky;Karlovarsky/L3HROZ01
L3CHEB01;483;Cheb;Cheb;AMS1;T;SRA;SCE;;SSV;P;F;;12.391389;50.068333;Karlovarsky;Karlovarsky/L3CHEB01
L3KLIN01;1236;KlÌnovec;KlÌnovec;AKS2;T;SRA;SCE;;;;F;;12.967957;50.3948;Karlovarsky;Karlovarsky/L3KLIN01
L3KVAL01;603;Karlovy Vary;Karlovy Vary, Olöov· Vrata;AMS;T;SRA;SCE;;SSV;P;F;;12.914167;50.201667;Karlovarsky;Karlovarsky/L3KVAL01
L3KVAZ01;377;Karlovy Vary;Karlovy Vary;AKS4;T;SRA;SCE;;;;;;12.878151;50.227229;Karlovarsky;Karlovarsky/L3KVAZ01
L3LAZY01;845;Kynûvart;Kynûvart, Lazy;ASS;;SRA;SCE;;;;;;12.62322;50.05;Karlovarsky;Karlovarsky/L3LAZY01
L3LUBY01;524;Luby;Luby;ASS;;SRA;SCE;;;;;;12.400238;50.256881;Karlovarsky;Karlovarsky/L3LUBY01
L3LYSITT;980;Lysina;Lysina;TOTAL;;;;;;;;;12.651237;50.022636;Karlovarsky;Karlovarsky/L3LYSITT
L3NEJD01;609;Nejdek;Nejdek;AKS3;T;SRA;SCE;;;;;;12.715486;50.335684;Karlovarsky;Karlovarsky/L3NEJD01
L3OLOV01;545;OlovÌ;OlovÌ;MSS;;SRA;SCE;;;;;;12.558916;50.246202;Karlovarsky;Karlovarsky/L3OLOV01
L3PREB01;904;P¯ebuz;P¯ebuz;ASS;;SRA;;;;;;;12.615467;50.37246;Karlovarsky;Karlovarsky/L3PREB01
L3SEMN01;367;äemnice;äemnice, Dubina;MSS;;SRA;SCE;;;;;;12.993213;50.245531;Karlovarsky;Karlovarsky/L3SEMN01
L3SIND01;589;äindelov·;äindelov·, Obora;AKS1;T;SRA;SCE;;SSV;;F;;12.597466;50.317449;Karlovarsky;Karlovarsky/L3SIND01
L3SOKO01;407;Sokolov;Sokolov;AKS2;T;SRA;SCE;;SSV;;F;;12.639266;50.176985;Karlovarsky;Karlovarsky/L3SOKO01
L3STRA01;330;Str·û nad Oh¯Ì;Str·û nad Oh¯Ì;ASS;;SRA;SCE;;;;;;13.051677;50.338823;Karlovarsky;Karlovarsky/L3STRA01
L4LAKY01;835;L·znÏ Kynûvart;L·znÏ Kynûvart, Kr·lovka;ASNS;T;;;SCEa;;;;;12.641703;50.011397;Karlovarsky;Karlovarsky/L4LAKY01
L4PERK01;842;Pernink;Pernink;ASNS;T;;;SCEa;;;;;12.779285;50.363232;Karlovarsky;Karlovarsky/L4PERK01
L4PRAH01;862;Praha;Praha, Brdy;ASNS;T;;;SCEa;;;;;13.81838;49.65889;Stredocesky;Stredocesky/L4PRAH01
L4RYBN01;710;RybnÌk;RybnÌk;ASNS;T;;;SCEa;;;;;12.69832;49.515385;Plzensky;Plzensky/L4RYBN01
L4TESL01;720;VÏöÌn;VÏöÌn, TeslÌny;ASNS;T;;;SCEa;;;;;13.761819;49.619132;Stredocesky;Stredocesky/L4TESL01
O1BEDO01;565;BÏl· pod PradÏdem;BÏl· pod PradÏdem, Domaöov;MSS;;SRA;SCE;;;;;;17.1991;50.15446;Olomoucky;Olomoucky/O1BEDO01
O1BELA01;670;BÏl· pod PradÏdem;BÏl· pod PradÏdem, Filipovice;ASS;;SRA;;;;;;;17.1678;50.1586;Olomoucky;Olomoucky/O1BELA01
O1BELO01;306;BÏlotÌn;BÏlotÌn;AKS1;T;SRA;SCE;;SSV;;F;;17.8042;49.5869;Olomoucky;Olomoucky/O1BELO01
O1BILA01;720;BÌl·;BÌl·, KoneËn·;AKS2;T;SRA;SCE;;;;F;;18.5233;49.4547;Moravskoslezsky;Moravskoslezsky/O1BILA01
O1BILH01;770;BÌl·;BÌl·, Hlavat·;MSS;;SRA;SCE;;;;;;18.3806;49.4222;Moravskoslezsky;Moravskoslezsky/O1BILH01
O1BILO01;290;BÌlovec;BÌlovec;MSS;;SRA;SCE;;;;;;17.9917;49.7617;Moravskoslezsky;Moravskoslezsky/O1BILO01
O1BOHU01;237;BohumÌn;BohumÌn, Z·blatÌ;AKS2;T;SRA;SCE;;SSV;;F;;18.3692;49.882;Moravskoslezsky;Moravskoslezsky/O1BOHU01
O1BUDI01;530;Budiöov nad Budiöovkou;Budiöov nad Budiöovkou;MSS;;SRA;SCE;;;;;;17.6319;49.7972;Moravskoslezsky;Moravskoslezsky/O1BUDI01
O1CERN01;320;»ern· Voda;»ern· Voda;MSS;;SRA;SCE;;;;;;17.1536;50.3092;Olomoucky;Olomoucky/O1CERN01
O1CERV01;748.13;»erven·;»erven·;AMS1;T;SRA;SCE;;SSV;P;F;;17.541944;49.777222;Moravskoslezsky;Moravskoslezsky/O1CERV01
O1DEHY01;292;DÏhylov;DÏhylov;MSS;;SRA;SCE;;;;;;18.1667;49.8694;Moravskoslezsky;Moravskoslezsky/O1DEHY01
O1DLOU01;520;Dlouh· Str·Ú;Dlouh· Str·Ú;MSS;;SRA;SCE;;;;;;17.5011;49.9592;Moravskoslezsky;Moravskoslezsky/O1DLOU01
O1FMOL01;312;Fr˝dek-MÌstek;Fr˝dek-MÌstek, MÌstek;AKS2;T;SRA;SCE;;SSV;;F;;18.315833;49.666667;Moravskoslezsky;Moravskoslezsky/O1FMOL01
O1FREN01;436;Frenöt·t pod RadhoötÏm;Frenöt·t pod RadhoötÏm;AKS2;T;SRA;SCE;;SSV;;F;;18.240568;49.541055;Moravskoslezsky;Moravskoslezsky/O1FREN01
O1FULN01;340;Fulnek;Fulnek, Kostelec;MSS;;SRA;SCE;;;;;;17.93251;49.7235;Moravskoslezsky;Moravskoslezsky/O1FULN01
O1GRUNTT;855;GruÚ;GruÚ, Kozlena;TOTAL;;;;;;;;;18.495;49.4908;Moravskoslezsky;Moravskoslezsky/O1GRUNTT
O1HAMR01;527;StarÈ Hamry;StarÈ Hamry, SamËanka;MSS;;SRA;SCE;;;;;;18.4389;49.4681;Moravskoslezsky;Moravskoslezsky/O1HAMR01
O1HART01;516;Slezsk· Harta;Slezsk· Harta;AKS3;T;SRA;SCE;;;;;;17.575278;49.888611;Moravskoslezsky;Moravskoslezsky/O1HART01
O1HAT001;220;Haù;Haù;MSS;;SRA;SCE;;;;;;18.2542;49.9458;Moravskoslezsky;Moravskoslezsky/O1HAT001
O1HAVI01;259;HavÌ¯ov;HavÌ¯ov, Bludovice;MSS;;SRA;SCE;;;;;;18.4406;49.7656;Moravskoslezsky;Moravskoslezsky/O1HAVI01
O1HERM01;665;He¯manovice;He¯manovice;MSS;;SRA;SCE;;;;;;17.3816;50.1985;Moravskoslezsky;Moravskoslezsky/O1HERM01
O1HOLO01;582;HornÌ Lomn·;HornÌ Lomn·;AKS3;T;SRA;SCE;;;;;;18.637779;49.534088;Moravskoslezsky;Moravskoslezsky/O1HOLO01
O1HRAB01;395;HrabynÏ;HrabynÏ;MSS;;SRA;SCE;;;;;;18.0533;49.8783;Moravskoslezsky;Moravskoslezsky/O1HRAB01
O1HRAD01;275;Hradec nad MoravicÌ;Hradec nad MoravicÌ;MSS;;SRA;SCE;;;;;;17.8769;49.8728;Moravskoslezsky;Moravskoslezsky/O1HRAD01
O1HRCA01;612;HrËava;HrËava;MSS;;SRA;SCE;;;;;;18.834167;49.521111;Moravskoslezsky;Moravskoslezsky/O1HRCA01
O1HUKV01;292;Hukvaldy;Hukvaldy, Rychaltice;MSS;;SRA;SCE;;;;;;18.2208;49.6428;Moravskoslezsky;Moravskoslezsky/O1HUKV01
O1HZIV01;256;HladkÈ éivotice;HladkÈ éivotice;AKS;T;SRA;;;;;;;17.949444;49.690556;Moravskoslezsky;Moravskoslezsky/O1HZIV01
O1CHLN01;258;Chucheln·;Chucheln·;AKS4;T;SRA;;;;;;;18.119769;49.991679;Moravskoslezsky;Moravskoslezsky/O1CHLN01
O1JABL01;380;Jablunkov;Jablunkov, N·vsÌ;AKS2;T;SRA;SCE;;SSV;P;F;;18.7503;49.5875;Moravskoslezsky;Moravskoslezsky/O1JABL01
O1JAVO01;284;JavornÌk;JavornÌk;AKS1;T;SRA;SCE;;SSV;P;F;;17.0075;50.3956;Olomoucky;Olomoucky/O1JAVO01
